course_key,course_name,instructor,difficulty_level,certification_offered,study_material_available,course_duration_hours,course_price,feedback_score,enrollment_numbers,rating,course_document
AI for Business Leaders | Alexander Young | Advanced,AI for Business Leaders,Alexander Young,Advanced,Yes,Yes,59.4,273.92,0.713,26693.0,3.71,Course Name: AI for Business Leaders. Instructor: Alexander Young. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 59.4. Course Price: 273.92. Feedback Score: 0.713. Enrollment Numbers: 26693.0. Average Rating: 3.71.
Data Visualization with Tableau | William Thomas | Intermediate,Data Visualization with Tableau,William Thomas,Intermediate,Yes,Yes,47.34,261.42,0.751,26090.0,4.04,Course Name: Data Visualization with Tableau. Instructor: William Thomas. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 47.34. Course Price: 261.42. Feedback Score: 0.751. Enrollment Numbers: 26090.0. Average Rating: 4.04.
DevOps and Continuous Deployment | Alexander Young | Advanced,DevOps and Continuous Deployment,Alexander Young,Advanced,Yes,Yes,54.52,274.53,0.714,25816.0,3.99,Course Name: DevOps and Continuous Deployment. Instructor: Alexander Young. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.52. Course Price: 274.53. Feedback Score: 0.714. Enrollment Numbers: 25816.0. Average Rating: 3.99.
DevOps and Continuous Deployment | Alexander Young | Beginner,DevOps and Continuous Deployment,Alexander Young,Beginner,No,Yes,50.16,266.0,0.766,24520.0,3.9,Course Name: DevOps and Continuous Deployment. Instructor: Alexander Young. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 50.16. Course Price: 266.0. Feedback Score: 0.766. Enrollment Numbers: 24520.0. Average Rating: 3.9.
DevOps and Continuous Deployment | Alexander Young | Intermediate,DevOps and Continuous Deployment,Alexander Young,Intermediate,Yes,Yes,55.02,295.13,0.744,25542.0,3.97,Course Name: DevOps and Continuous Deployment. Instructor: Alexander Young. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.02. Course Price: 295.13. Feedback Score: 0.744. Enrollment Numbers: 25542.0. Average Rating: 3.97.
DevOps and Continuous Deployment | Benjamin Lewis | Advanced,DevOps and Continuous Deployment,Benjamin Lewis,Advanced,Yes,Yes,49.05,250.54,0.731,22492.0,4.1,Course Name: DevOps and Continuous Deployment. Instructor: Benjamin Lewis. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.05. Course Price: 250.54. Feedback Score: 0.731. Enrollment Numbers: 22492.0. Average Rating: 4.1.
DevOps and Continuous Deployment | Benjamin Lewis | Beginner,DevOps and Continuous Deployment,Benjamin Lewis,Beginner,No,Yes,54.63,249.42,0.733,25856.0,3.95,Course Name: DevOps and Continuous Deployment. Instructor: Benjamin Lewis. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 54.63. Course Price: 249.42. Feedback Score: 0.733. Enrollment Numbers: 25856.0. Average Rating: 3.95.
DevOps and Continuous Deployment | Benjamin Lewis | Intermediate,DevOps and Continuous Deployment,Benjamin Lewis,Intermediate,Yes,Yes,51.84,250.36,0.766,24372.0,3.96,Course Name: DevOps and Continuous Deployment. Instructor: Benjamin Lewis. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.84. Course Price: 250.36. Feedback Score: 0.766. Enrollment Numbers: 24372.0. Average Rating: 3.96.
DevOps and Continuous Deployment | Charlotte King | Advanced,DevOps and Continuous Deployment,Charlotte King,Advanced,No,Yes,47.26,264.85,0.736,25855.0,3.92,Course Name: DevOps and Continuous Deployment. Instructor: Charlotte King. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 47.26. Course Price: 264.85. Feedback Score: 0.736. Enrollment Numbers: 25855.0. Average Rating: 3.92.
DevOps and Continuous Deployment | Charlotte King | Beginner,DevOps and Continuous Deployment,Charlotte King,Beginner,No,Yes,53.08,261.04,0.757,26643.0,3.92,Course Name: DevOps and Continuous Deployment. Instructor: Charlotte King. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 53.08. Course Price: 261.04. Feedback Score: 0.757. Enrollment Numbers: 26643.0. Average Rating: 3.92.
DevOps and Continuous Deployment | Charlotte King | Intermediate,DevOps and Continuous Deployment,Charlotte King,Intermediate,Yes,Yes,53.97,257.94,0.768,24268.0,4.02,Course Name: DevOps and Continuous Deployment. Instructor: Charlotte King. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.97. Course Price: 257.94. Feedback Score: 0.768. Enrollment Numbers: 24268.0. Average Rating: 4.02.
DevOps and Continuous Deployment | Daniel White | Advanced,DevOps and Continuous Deployment,Daniel White,Advanced,No,Yes,50.42,274.77,0.777,25962.0,4.16,Course Name: DevOps and Continuous Deployment. Instructor: Daniel White. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 50.42. Course Price: 274.77. Feedback Score: 0.777. Enrollment Numbers: 25962.0. Average Rating: 4.16.
DevOps and Continuous Deployment | Daniel White | Beginner,DevOps and Continuous Deployment,Daniel White,Beginner,Yes,Yes,46.68,274.87,0.751,24140.0,4.0,Course Name: DevOps and Continuous Deployment. Instructor: Daniel White. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 46.68. Course Price: 274.87. Feedback Score: 0.751. Enrollment Numbers: 24140.0. Average Rating: 4.0.
DevOps and Continuous Deployment | Daniel White | Intermediate,DevOps and Continuous Deployment,Daniel White,Intermediate,Yes,Yes,47.22,265.79,0.736,26022.0,3.85,Course Name: DevOps and Continuous Deployment. Instructor: Daniel White. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 47.22. Course Price: 265.79. Feedback Score: 0.736. Enrollment Numbers: 26022.0. Average Rating: 3.85.
DevOps and Continuous Deployment | David Wilson | Advanced,DevOps and Continuous Deployment,David Wilson,Advanced,No,Yes,48.56,273.52,0.747,27600.0,4.15,Course Name: DevOps and Continuous Deployment. Instructor: David Wilson. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 48.56. Course Price: 273.52. Feedback Score: 0.747. Enrollment Numbers: 27600.0. Average Rating: 4.15.
DevOps and Continuous Deployment | David Wilson | Beginner,DevOps and Continuous Deployment,David Wilson,Beginner,Yes,No,46.76,275.04,0.746,26916.0,3.94,Course Name: DevOps and Continuous Deployment. Instructor: David Wilson. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 46.76. Course Price: 275.04. Feedback Score: 0.746. Enrollment Numbers: 26916.0. Average Rating: 3.94.
DevOps and Continuous Deployment | David Wilson | Intermediate,DevOps and Continuous Deployment,David Wilson,Intermediate,No,Yes,53.0,255.92,0.759,25326.0,4.07,Course Name: DevOps and Continuous Deployment. Instructor: David Wilson. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 53.0. Course Price: 255.92. Feedback Score: 0.759. Enrollment Numbers: 25326.0. Average Rating: 4.07.
DevOps and Continuous Deployment | Dr. John Smith | Advanced,DevOps and Continuous Deployment,Dr. John Smith,Advanced,Yes,No,54.81,257.92,0.76,28068.0,3.75,Course Name: DevOps and Continuous Deployment. Instructor: Dr. John Smith. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 54.81. Course Price: 257.92. Feedback Score: 0.76. Enrollment Numbers: 28068.0. Average Rating: 3.75.
DevOps and Continuous Deployment | Dr. John Smith | Beginner,DevOps and Continuous Deployment,Dr. John Smith,Beginner,Yes,Yes,52.07,252.47,0.746,27327.0,3.88,Course Name: DevOps and Continuous Deployment. Instructor: Dr. John Smith. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.07. Course Price: 252.47. Feedback Score: 0.746. Enrollment Numbers: 27327.0. Average Rating: 3.88.
DevOps and Continuous Deployment | Dr. John Smith | Intermediate,DevOps and Continuous Deployment,Dr. John Smith,Intermediate,No,Yes,57.04,267.39,0.75,25600.0,3.9,Course Name: DevOps and Continuous Deployment. Instructor: Dr. John Smith. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 57.04. Course Price: 267.39. Feedback Score: 0.75. Enrollment Numbers: 25600.0. Average Rating: 3.9.
DevOps and Continuous Deployment | Dr. Mia Walker | Advanced,DevOps and Continuous Deployment,Dr. Mia Walker,Advanced,Yes,Yes,56.85,252.08,0.767,27659.0,4.04,Course Name: DevOps and Continuous Deployment. Instructor: Dr. Mia Walker. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 56.85. Course Price: 252.08. Feedback Score: 0.767. Enrollment Numbers: 27659.0. Average Rating: 4.04.
DevOps and Continuous Deployment | Dr. Mia Walker | Beginner,DevOps and Continuous Deployment,Dr. Mia Walker,Beginner,Yes,Yes,51.91,275.97,0.746,24741.0,3.99,Course Name: DevOps and Continuous Deployment. Instructor: Dr. Mia Walker. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.91. Course Price: 275.97. Feedback Score: 0.746. Enrollment Numbers: 24741.0. Average Rating: 3.99.
DevOps and Continuous Deployment | Dr. Mia Walker | Intermediate,DevOps and Continuous Deployment,Dr. Mia Walker,Intermediate,Yes,Yes,52.04,275.45,0.767,25568.0,3.98,Course Name: DevOps and Continuous Deployment. Instructor: Dr. Mia Walker. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.04. Course Price: 275.45. Feedback Score: 0.767. Enrollment Numbers: 25568.0. Average Rating: 3.98.
DevOps and Continuous Deployment | Dr. Robert Davis | Advanced,DevOps and Continuous Deployment,Dr. Robert Davis,Advanced,Yes,Yes,49.89,266.33,0.73,23087.0,3.96,Course Name: DevOps and Continuous Deployment. Instructor: Dr. Robert Davis. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.89. Course Price: 266.33. Feedback Score: 0.73. Enrollment Numbers: 23087.0. Average Rating: 3.96.
DevOps and Continuous Deployment | Dr. Robert Davis | Beginner,DevOps and Continuous Deployment,Dr. Robert Davis,Beginner,Yes,Yes,50.48,267.87,0.756,24781.0,4.03,Course Name: DevOps and Continuous Deployment. Instructor: Dr. Robert Davis. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.48. Course Price: 267.87. Feedback Score: 0.756. Enrollment Numbers: 24781.0. Average Rating: 4.03.
DevOps and Continuous Deployment | Dr. Robert Davis | Intermediate,DevOps and Continuous Deployment,Dr. Robert Davis,Intermediate,Yes,Yes,48.69,246.93,0.756,24921.0,3.93,Course Name: DevOps and Continuous Deployment. Instructor: Dr. Robert Davis. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 48.69. Course Price: 246.93. Feedback Score: 0.756. Enrollment Numbers: 24921.0. Average Rating: 3.93.
DevOps and Continuous Deployment | Emma Harris | Advanced,DevOps and Continuous Deployment,Emma Harris,Advanced,No,No,54.75,269.72,0.737,21790.0,3.87,Course Name: DevOps and Continuous Deployment. Instructor: Emma Harris. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: No. Course Duration Hours: 54.75. Course Price: 269.72. Feedback Score: 0.737. Enrollment Numbers: 21790.0. Average Rating: 3.87.
DevOps and Continuous Deployment | Emma Harris | Beginner,DevOps and Continuous Deployment,Emma Harris,Beginner,Yes,Yes,52.04,243.29,0.744,24879.0,3.92,Course Name: DevOps and Continuous Deployment. Instructor: Emma Harris. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.04. Course Price: 243.29. Feedback Score: 0.744. Enrollment Numbers: 24879.0. Average Rating: 3.92.
DevOps and Continuous Deployment | Emma Harris | Intermediate,DevOps and Continuous Deployment,Emma Harris,Intermediate,Yes,Yes,55.22,239.14,0.724,24627.0,3.88,Course Name: DevOps and Continuous Deployment. Instructor: Emma Harris. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.22. Course Price: 239.14. Feedback Score: 0.724. Enrollment Numbers: 24627.0. Average Rating: 3.88.
DevOps and Continuous Deployment | Ethan Hall | Advanced,DevOps and Continuous Deployment,Ethan Hall,Advanced,Yes,Yes,49.93,284.55,0.729,21314.0,3.85,Course Name: DevOps and Continuous Deployment. Instructor: Ethan Hall. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.93. Course Price: 284.55. Feedback Score: 0.729. Enrollment Numbers: 21314.0. Average Rating: 3.85.
DevOps and Continuous Deployment | Ethan Hall | Beginner,DevOps and Continuous Deployment,Ethan Hall,Beginner,No,Yes,48.94,253.12,0.733,26342.0,3.87,Course Name: DevOps and Continuous Deployment. Instructor: Ethan Hall. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 48.94. Course Price: 253.12. Feedback Score: 0.733. Enrollment Numbers: 26342.0. Average Rating: 3.87.
DevOps and Continuous Deployment | Ethan Hall | Intermediate,DevOps and Continuous Deployment,Ethan Hall,Intermediate,Yes,Yes,49.63,259.81,0.718,24382.0,3.87,Course Name: DevOps and Continuous Deployment. Instructor: Ethan Hall. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.63. Course Price: 259.81. Feedback Score: 0.718. Enrollment Numbers: 24382.0. Average Rating: 3.87.
DevOps and Continuous Deployment | Isabella Scott | Advanced,DevOps and Continuous Deployment,Isabella Scott,Advanced,Yes,Yes,56.74,229.79,0.792,23674.0,3.86,Course Name: DevOps and Continuous Deployment. Instructor: Isabella Scott. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 56.74. Course Price: 229.79. Feedback Score: 0.792. Enrollment Numbers: 23674.0. Average Rating: 3.86.
DevOps and Continuous Deployment | Isabella Scott | Beginner,DevOps and Continuous Deployment,Isabella Scott,Beginner,Yes,Yes,51.07,266.86,0.745,27022.0,3.89,Course Name: DevOps and Continuous Deployment. Instructor: Isabella Scott. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.07. Course Price: 266.86. Feedback Score: 0.745. Enrollment Numbers: 27022.0. Average Rating: 3.89.
DevOps and Continuous Deployment | Isabella Scott | Intermediate,DevOps and Continuous Deployment,Isabella Scott,Intermediate,No,Yes,50.55,249.84,0.716,25129.0,4.0,Course Name: DevOps and Continuous Deployment. Instructor: Isabella Scott. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 50.55. Course Price: 249.84. Feedback Score: 0.716. Enrollment Numbers: 25129.0. Average Rating: 4.0.
DevOps and Continuous Deployment | James Clark | Advanced,DevOps and Continuous Deployment,James Clark,Advanced,Yes,Yes,54.83,202.05,0.741,25481.0,4.2,Course Name: DevOps and Continuous Deployment. Instructor: James Clark. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.83. Course Price: 202.05. Feedback Score: 0.741. Enrollment Numbers: 25481.0. Average Rating: 4.2.
DevOps and Continuous Deployment | James Clark | Beginner,DevOps and Continuous Deployment,James Clark,Beginner,Yes,Yes,47.65,250.92,0.74,25526.0,3.98,Course Name: DevOps and Continuous Deployment. Instructor: James Clark. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 47.65. Course Price: 250.92. Feedback Score: 0.74. Enrollment Numbers: 25526.0. Average Rating: 3.98.
